0.0,1.0,1000.0,112.0,1.0,500.0,0.0,6.0,2.8376590968737783,1.0,,0.08655072463768117,1039286.0,1726587.0,68.969,0.9979896154235546,,4304.0,764.0,small,0.0,no,0.0,1520000905510.0,1520000905266.0,1520000904550.0,1520000909814.0,1520000904502.0,im_2tkN4VKY
40.0,208.0,4000.0,2.0,749.0,500.0,16.0,0.0,1.5582886931358086,0.0,,0.09121667343348219,433187.0,1480627.0,66.4,null,,27432.0,3556.0,small,2.0,no,11210.0,1520000948637.0,1520000948439.0,1520000944985.0,1520000976069.0,1520000944883.0,RSzD92Rl8j4
0.0,29.0,1000.0,1.0,14.0,1000.0,112.0,1.0,2.685460775244964,1.0,,0.08639921297434934,1039286.0,1726587.0,68.969,1.0,,3081.0,1132.0,small,0.0,no,0.0,1520000998612.0,1520000998332.0,1520000997451.0,1520001001693.0,1520000997200.0,im_2tkN4VKY
1.0,29.0,500.0,112.0,2.0,2000.0,1.0,0.0,4.157568722093844,1.0,,0.1591126957165201,920834.0,4350407.0,59.426,1.0,,1640.0,1038.0,hd720,0.0,no,0.0,1520001036655.0,1520001036563.0,1520001035668.0,1520001038295.0,1520001035525.0,O3zza3ofZ0Q
2.0,29.0,4000.0,1.0,104.0,16000.0,300.0,0.0,2.075516447335488,0.0,,0.10818838962243094,956721.0,4244691.0,58.066,null,,10387.0,1188.0,large,1.0,no,10534.0,1520001061194.0,1520001061062.0,1520001059947.0,1520001071581.0,1520001059874.0,tSjhLFWj9TU
1.0,78.0,250.0,42.0,14.0,16000.0,1.0,1.0,3.537826986649238,1.0,,0.08655072463768117,1039286.0,20624650.0,68.969,1.0,,1022.0,1064.0,hd1080,0.0,no,0.0,1520001097415.0,1520001097196.0,1520001096398.0,1520001098437.0,1520001096132.0,im_2tkN4VKY
6.0,1.0,16000.0,300.0,1.0,4000.0,112.0,0.0,3.4759233868215236,1.0,,0.058645734650606754,850825.0,2763838.0,66.4,1.0,,13980.0,2321.0,medium,0.0,no,0.0,1520001129816.0,1520001129727.0,1520001127551.0,1520001143796.0,1520001127406.0,RSzD92Rl8j4
15.0,11.0,4000.0,16.0,1.0,1000.0,112.0,6.0,3.9394970993251306,1.0,,0.06153871734756655,944165.0,1750497.0,60.101,1.0,,2554.0,1014.0,small,0.0,no,0.0,1520001177043.0,1520001176724.0,1520001175889.0,1520001179597.0,1520001175710.0,oFkulzWMotY
15.0,4.0,250.0,1.0,2.0,1000.0,6.0,1.0,3.936047662644774,1.0,,0.058645734650606754,850825.0,4790278.0,66.4,1.0,,1959.0,1700.0,large,0.0,no,0.0,1520001221968.0,1520001221721.0,1520001220461.0,1520001223927.0,1520001220021.0,RSzD92Rl8j4
0.0,1499.0,250.0,300.0,104.0,8000.0,300.0,0.0,,0.0,,0.0,424973.0,621673.0,52.767,0.0,,310000.0,6088.0,hd1080,0.0,no,0.0,1520001256545.0,1520001256418.0,1520001251774.0,0.0,1520001250330.0,bUhdSs0VK9c
